Gene	Module	kME
907	UNCLASSIFIED	NA
908	UNCLASSIFIED	NA
909	UNCLASSIFIED	NA
910	P1_I9_M1	0.9
911	P1_I9_M2	0.81
912	UNCLASSIFIED	NA
913	UNCLASSIFIED	NA
914	P1_I9_M4	0.95
915	UNCLASSIFIED	NA
916	P2_I6_M5	0.88
917	UNCLASSIFIED	NA
918	P2_I6_M6	0.88
919	P1_I9_M1	0.82
920	UNCLASSIFIED	NA
921	P1_I9_M4	0.91
922	P2_I6_M6	0.91
923	P1_I9_M1	0.95
924	UNCLASSIFIED	NA
925	P1_I9_M1	0.97
926	UNCLASSIFIED	NA
927	UNCLASSIFIED	NA
928	UNCLASSIFIED	NA
929	UNCLASSIFIED	NA
930	UNCLASSIFIED	NA
931	P4_I3_M1	0.85
932	UNCLASSIFIED	NA
933	P1_I9_M2	0.81
934	P2_I6_M2	0.89
935	UNCLASSIFIED	NA
936	P1_I9_M2	0.96
937	P1_I9_M1	0.91
938	P1_I9_M2	0.98
939	P1_I9_M2	0.88
940	P2_I6_M2	0.89
941	UNCLASSIFIED	NA
942	P3_I5_M2	0.83
943	UNCLASSIFIED	NA
944	UNCLASSIFIED	NA
945	UNCLASSIFIED	NA
946	P2_I6_M4	0.82
947	P2_I6_M8	0.9
948	P1_I9_M2	0.93
949	P1_I9_M3	0.86
950	UNCLASSIFIED	NA
951	P2_I6_M10	0.83
952	UNCLASSIFIED	NA
953	P1_I9_M4	0.86
954	P2_I6_M9	0.84
955	P2_I6_M6	0.91
956	P1_I9_M4	0.85
957	UNCLASSIFIED	NA
958	P1_I9_M3	0.94
959	P3_I5_M1	0.91
960	UNCLASSIFIED	NA
961	P2_I6_M2	0.81
962	P1_I9_M5	0.86
963	P1_I9_M1	0.88
964	UNCLASSIFIED	NA
965	P2_I6_M2	0.82
966	P1_I9_M2	0.97
967	P2_I6_M3	0.94
968	P1_I9_M1	0.84
969	P1_I9_M1	0.88
970	UNCLASSIFIED	NA
971	UNCLASSIFIED	NA
972	P1_I9_M2	0.81
973	P2_I6_M2	0.86
974	UNCLASSIFIED	NA
975	P1_I9_M2	0.96
976	P1_I9_M6	0.88
977	UNCLASSIFIED	NA
978	UNCLASSIFIED	NA
979	UNCLASSIFIED	NA
980	P1_I9_M2	0.9
981	UNCLASSIFIED	NA
982	UNCLASSIFIED	NA
983	P2_I6_M6	0.83
984	P2_I6_M7	0.86
985	P1_I9_M2	0.84
986	UNCLASSIFIED	NA
987	P1_I9_M2	0.93
988	UNCLASSIFIED	NA
989	P1_I9_M2	0.97
990	UNCLASSIFIED	NA
991	P1_I9_M1	0.96
992	UNCLASSIFIED	NA
993	P2_I6_M4	0.9
994	P1_I9_M2	0.84
995	P2_I6_M8	0.95
996	UNCLASSIFIED	NA
997	P1_I9_M2	0.86
998	P1_I9_M1	0.92
999	UNCLASSIFIED	NA
1000	UNCLASSIFIED	NA
1001	P2_I6_M1	0.86
1002	UNCLASSIFIED	NA
1003	UNCLASSIFIED	NA
1004	UNCLASSIFIED	NA
1005	P1_I9_M1	0.97
1006	UNCLASSIFIED	NA
1007	UNCLASSIFIED	NA
1008	UNCLASSIFIED	NA
1009	UNCLASSIFIED	NA
1010	P1_I9_M3	0.84
1011	P1_I9_M1	0.91
1012	P1_I9_M2	0.89
1013	P1_I9_M1	0.86
1014	UNCLASSIFIED	NA
1015	P1_I9_M1	0.94
1016	P2_I6_M2	0.91
1017	P1_I9_M1	0.94
1018	UNCLASSIFIED	NA
1019	P2_I6_M2	0.82
1020	UNCLASSIFIED	NA
1021	P1_I9_M2	0.97
1022	P1_I9_M2	0.93
1023	UNCLASSIFIED	NA
1024	P2_I6_M3	0.82
1025	P2_I6_M9	0.82
1026	P1_I9_M2	0.83
1027	UNCLASSIFIED	NA
1028	P1_I9_M2	0.86
1029	P4_I3_M2	0.89
1030	UNCLASSIFIED	NA
1031	P2_I6_M11	0.89
1032	P1_I9_M1	0.97
1033	P3_I5_M3	0.82
1034	P1_I9_M3	0.84
1035	UNCLASSIFIED	NA
1036	UNCLASSIFIED	NA
1037	P1_I9_M1	0.9
1038	P1_I9_M2	0.91
1039	P1_I9_M1	0.84
1040	P1_I9_M2	0.84
1041	UNCLASSIFIED	NA
1042	P1_I9_M2	0.85
1043	P1_I9_M2	0.94
1044	UNCLASSIFIED	NA
1045	UNCLASSIFIED	NA
1046	P2_I6_M11	0.91
1047	P1_I9_M1	0.82
1048	P1_I9_M2	0.94
1049	P1_I9_M1	0.96
1050	P1_I9_M2	0.97
1051	P1_I9_M2	0.94
1052	P2_I6_M11	0.9
1053	UNCLASSIFIED	NA
1054	P1_I9_M1	0.89
1055	P1_I9_M2	0.87
1056	P2_I6_M11	0.85
1057	P1_I9_M5	0.97
1058	UNCLASSIFIED	NA
1059	P1_I9_M2	0.84
1060	P1_I9_M1	0.97
1061	UNCLASSIFIED	NA
1062	P1_I9_M1	0.93
1063	P1_I9_M2	0.9
1064	UNCLASSIFIED	NA
1065	P1_I9_M1	0.81
1066	P1_I9_M2	0.9
1067	UNCLASSIFIED	NA
1068	UNCLASSIFIED	NA
1069	UNCLASSIFIED	NA
1070	UNCLASSIFIED	NA
1071	UNCLASSIFIED	NA
1072	UNCLASSIFIED	NA
1073	UNCLASSIFIED	NA
1074	P1_I9_M3	0.85
1075	UNCLASSIFIED	NA
1076	UNCLASSIFIED	NA
1077	P1_I9_M2	0.89
1078	UNCLASSIFIED	NA
1079	P1_I9_M2	0.96
1080	UNCLASSIFIED	NA
1081	P1_I9_M2	0.94
1082	P1_I9_M3	0.84
1083	P1_I9_M6	0.98
1084	P2_I6_M6	0.81
1085	P3_I5_M3	0.91
1086	P3_I5_M1	0.83
1087	UNCLASSIFIED	NA
1088	P2_I6_M11	0.91
1089	UNCLASSIFIED	NA
1090	P1_I9_M1	0.86
1091	P1_I9_M1	0.95
1092	P2_I6_M1	0.86
1093	UNCLASSIFIED	NA
1094	P1_I9_M1	0.97
1095	UNCLASSIFIED	NA
1096	UNCLASSIFIED	NA
1097	UNCLASSIFIED	NA
1098	P2_I6_M8	0.93
1099	UNCLASSIFIED	NA
1100	UNCLASSIFIED	NA
1101	P1_I9_M1	0.89
1102	UNCLASSIFIED	NA
1103	UNCLASSIFIED	NA
1104	UNCLASSIFIED	NA
1105	P2_I6_M4	0.89
1106	UNCLASSIFIED	NA
1107	P1_I9_M1	0.87
1108	UNCLASSIFIED	NA
1109	UNCLASSIFIED	NA
1110	UNCLASSIFIED	NA
1111	UNCLASSIFIED	NA
1112	UNCLASSIFIED	NA
1113	UNCLASSIFIED	NA
1114	UNCLASSIFIED	NA
1115	UNCLASSIFIED	NA
1116	P2_I6_M8	0.94
1117	UNCLASSIFIED	NA
1118	P1_I9_M1	0.86
1119	UNCLASSIFIED	NA
1120	UNCLASSIFIED	NA
1121	P2_I6_M5	0.92
1122	P2_I6_M5	0.86
1123	P2_I6_M3	0.91
1124	P1_I9_M2	0.96
1125	P1_I9_M2	0.95
1126	P1_I9_M6	0.94
1127	P3_I5_M2	0.88
1128	UNCLASSIFIED	NA
1129	P2_I6_M4	0.89
1130	P1_I9_M2	0.84
1131	P1_I9_M3	0.94
1132	UNCLASSIFIED	NA
1133	UNCLASSIFIED	NA
1134	P1_I9_M1	0.88
1135	P1_I9_M2	0.91
1136	UNCLASSIFIED	NA
1137	UNCLASSIFIED	NA
1138	P2_I6_M4	0.88
1139	UNCLASSIFIED	NA
1140	P2_I6_M3	0.95
1141	UNCLASSIFIED	NA
1142	P1_I9_M1	0.91
1143	P1_I9_M1	0.94
1144	UNCLASSIFIED	NA
1145	P2_I6_M4	0.87
1146	P2_I6_M8	0.88
1147	P1_I9_M1	0.94
1148	P1_I9_M1	0.89
1149	P1_I9_M1	0.92
1150	P1_I9_M1	0.85
1151	UNCLASSIFIED	NA
1152	UNCLASSIFIED	NA
1153	UNCLASSIFIED	NA
1154	UNCLASSIFIED	NA
1155	UNCLASSIFIED	NA
1156	P1_I9_M1	0.85
1157	P1_I9_M1	0.97
1158	UNCLASSIFIED	NA
1159	P2_I6_M7	0.9
1160	P1_I9_M2	0.96
1161	P1_I9_M1	0.93
1162	UNCLASSIFIED	NA
1163	UNCLASSIFIED	NA
1164	UNCLASSIFIED	NA
1165	UNCLASSIFIED	NA
1166	UNCLASSIFIED	NA
1167	P1_I9_M1	0.95
1168	P1_I9_M5	0.87
1169	UNCLASSIFIED	NA
1170	UNCLASSIFIED	NA
1171	P1_I9_M3	0.89
1172	UNCLASSIFIED	NA
1173	P2_I6_M4	0.88
1174	P1_I9_M1	0.91
1175	P1_I9_M2	0.85
1176	P2_I6_M4	0.89
1177	UNCLASSIFIED	NA
1178	P1_I9_M2	0.96
1179	P1_I9_M2	0.98
1180	UNCLASSIFIED	NA
1181	P4_I3_M1	0.83
1182	P1_I9_M2	0.97
1183	P1_I9_M2	0.86
1184	P1_I9_M3	0.87
1185	UNCLASSIFIED	NA
1186	UNCLASSIFIED	NA
1187	UNCLASSIFIED	NA
1188	P2_I6_M6	0.84
1189	UNCLASSIFIED	NA
1190	UNCLASSIFIED	NA
1191	P2_I6_M2	0.81
1192	UNCLASSIFIED	NA
1193	P1_I9_M2	0.84
1194	P1_I9_M2	0.97
1195	P1_I9_M2	0.94
1196	UNCLASSIFIED	NA
1197	P4_I3_M2	0.84
1198	P1_I9_M2	0.87
1199	UNCLASSIFIED	NA
1200	UNCLASSIFIED	NA
1201	P1_I9_M2	0.9
1202	P2_I6_M1	0.88
1203	P1_I9_M2	0.96
1204	UNCLASSIFIED	NA
1205	P2_I6_M4	0.83
1206	P1_I9_M2	0.97
1207	UNCLASSIFIED	NA
1208	P2_I6_M7	0.81
1209	P1_I9_M1	0.88
1210	UNCLASSIFIED	NA
1211	P1_I9_M1	0.94
1212	P1_I9_M4	0.87
1213	UNCLASSIFIED	NA
1214	P1_I9_M2	0.9
1215	UNCLASSIFIED	NA
1216	P1_I9_M4	0.93
1217	P1_I9_M1	0.99
1218	P1_I9_M1	0.94
1219	UNCLASSIFIED	NA
1220	P1_I9_M2	0.83
1221	UNCLASSIFIED	NA
1222	UNCLASSIFIED	NA
1223	UNCLASSIFIED	NA
1224	UNCLASSIFIED	NA
1225	UNCLASSIFIED	NA
1226	UNCLASSIFIED	NA
1227	P1_I9_M1	0.86
1228	P1_I9_M1	0.89
1229	UNCLASSIFIED	NA
1230	P1_I9_M1	0.9
1231	UNCLASSIFIED	NA
1232	UNCLASSIFIED	NA
1233	UNCLASSIFIED	NA
1234	P1_I9_M1	0.97
1235	P1_I9_M6	0.96
1236	P1_I9_M1	0.91
1237	P1_I9_M5	0.81
1238	P2_I6_M10	0.84
1239	UNCLASSIFIED	NA
1240	P1_I9_M1	0.84
1241	UNCLASSIFIED	NA
1242	P1_I9_M1	0.81
1243	UNCLASSIFIED	NA
1244	UNCLASSIFIED	NA
1245	P1_I9_M3	0.96
1246	UNCLASSIFIED	NA
1247	UNCLASSIFIED	NA
1248	P2_I6_M8	0.82
1249	UNCLASSIFIED	NA
1250	P1_I9_M2	0.85
1251	UNCLASSIFIED	NA
1252	UNCLASSIFIED	NA
1253	UNCLASSIFIED	NA
1254	UNCLASSIFIED	NA
1255	P1_I9_M1	0.88
1256	P1_I9_M1	0.97
1257	P3_I5_M3	0.85
1258	UNCLASSIFIED	NA
1259	UNCLASSIFIED	NA
1260	P1_I9_M2	0.93
1261	UNCLASSIFIED	NA
1262	P1_I9_M1	0.92
1263	P2_I6_M3	0.87
1264	P1_I9_M1	0.96
1265	P2_I6_M1	0.87
1266	P1_I9_M1	0.81
1267	UNCLASSIFIED	NA
1268	UNCLASSIFIED	NA
1269	P1_I9_M2	0.97
1270	P1_I9_M1	0.96
1271	P2_I6_M7	0.85
1272	P4_I3_M2	0.87
1273	P2_I6_M4	0.84
1274	P2_I6_M4	0.86
1275	UNCLASSIFIED	NA
1276	P1_I9_M2	0.86
1277	UNCLASSIFIED	NA
1278	UNCLASSIFIED	NA
1279	UNCLASSIFIED	NA
1280	UNCLASSIFIED	NA
1281	P1_I9_M3	0.85
1282	UNCLASSIFIED	NA
1283	UNCLASSIFIED	NA
1284	P1_I9_M1	0.94
1285	UNCLASSIFIED	NA
1286	UNCLASSIFIED	NA
1287	P1_I9_M2	0.96
1288	P2_I6_M10	0.83
1289	UNCLASSIFIED	NA
1290	UNCLASSIFIED	NA
1291	UNCLASSIFIED	NA
1292	P1_I9_M1	0.92
1293	UNCLASSIFIED	NA
1294	UNCLASSIFIED	NA
1295	P1_I9_M3	0.83
1296	P3_I5_M1	0.84
1297	P1_I9_M1	0.81
1298	UNCLASSIFIED	NA
1299	P2_I6_M1	0.85
1300	P1_I9_M2	0.83
1301	UNCLASSIFIED	NA
1302	P1_I9_M1	0.9
1303	P1_I9_M1	0.81
1304	UNCLASSIFIED	NA
1305	P1_I9_M2	0.82
1306	UNCLASSIFIED	NA
1307	UNCLASSIFIED	NA
1308	UNCLASSIFIED	NA
1309	UNCLASSIFIED	NA
1310	UNCLASSIFIED	NA
1311	UNCLASSIFIED	NA
1312	P2_I6_M9	0.87
1313	UNCLASSIFIED	NA
1314	P2_I6_M5	0.84
1315	P1_I9_M2	0.95
1316	UNCLASSIFIED	NA
1317	P1_I9_M2	0.91
1318	P1_I9_M1	0.86
1319	UNCLASSIFIED	NA
1320	P2_I6_M1	0.87
1321	P1_I9_M1	0.82
1322	UNCLASSIFIED	NA
1323	UNCLASSIFIED	NA
1324	P2_I6_M2	0.86
1325	P1_I9_M1	0.94
1326	P2_I6_M7	0.83
1327	UNCLASSIFIED	NA
1328	UNCLASSIFIED	NA
1329	P2_I6_M1	0.84
1330	P2_I6_M3	0.88
1331	P1_I9_M5	0.86
1332	P1_I9_M5	0.92
1333	P3_I5_M2	0.83
1334	P2_I6_M8	0.98
1335	P2_I6_M10	0.81
1336	P1_I9_M2	0.91
1337	UNCLASSIFIED	NA
1338	UNCLASSIFIED	NA
1339	UNCLASSIFIED	NA
1340	P1_I9_M2	0.94
1341	P1_I9_M3	0.93
1342	P2_I6_M7	0.85
1343	P2_I6_M7	0.81
1344	UNCLASSIFIED	NA
1345	P3_I5_M2	0.81
1346	P1_I9_M2	0.82
1347	UNCLASSIFIED	NA
1348	UNCLASSIFIED	NA
1349	UNCLASSIFIED	NA
1350	P1_I9_M3	0.89
1351	UNCLASSIFIED	NA
1352	P4_I3_M2	0.84
1353	UNCLASSIFIED	NA
1354	P1_I9_M1	0.98
1355	P2_I6_M8	0.97
1356	P1_I9_M2	0.91
1357	UNCLASSIFIED	NA
1358	UNCLASSIFIED	NA
1359	P1_I9_M2	0.93
1360	UNCLASSIFIED	NA
1361	P1_I9_M2	0.82
1362	P2_I6_M2	0.91
1363	P2_I6_M6	0.91
1364	P1_I9_M3	0.9
1365	UNCLASSIFIED	NA
1366	P1_I9_M1	0.93
1367	UNCLASSIFIED	NA
1368	UNCLASSIFIED	NA
1369	UNCLASSIFIED	NA
1370	P2_I6_M3	0.93
1371	UNCLASSIFIED	NA
1372	UNCLASSIFIED	NA
1373	UNCLASSIFIED	NA
1374	UNCLASSIFIED	NA
1375	P1_I9_M1	0.81
1376	UNCLASSIFIED	NA
1377	UNCLASSIFIED	NA
1378	P1_I9_M2	0.82
1379	P1_I9_M2	0.89
1380	UNCLASSIFIED	NA
1381	UNCLASSIFIED	NA
1382	P1_I9_M2	0.96
1383	UNCLASSIFIED	NA
1384	P1_I9_M2	0.96
1385	P2_I6_M7	0.9
1386	P1_I9_M1	0.91
1387	UNCLASSIFIED	NA
1388	UNCLASSIFIED	NA
1389	P2_I6_M4	0.88
1390	P1_I9_M2	0.94
1391	UNCLASSIFIED	NA
1392	P1_I9_M1	0.97
1393	P1_I9_M5	0.91
1394	P1_I9_M1	0.99
1395	P1_I9_M4	0.93
1396	P1_I9_M2	0.81
1397	UNCLASSIFIED	NA
1398	P1_I9_M2	0.92
1399	UNCLASSIFIED	NA
1400	P1_I9_M6	0.98
1401	UNCLASSIFIED	NA
1402	UNCLASSIFIED	NA
1403	UNCLASSIFIED	NA
1404	UNCLASSIFIED	NA
1405	UNCLASSIFIED	NA
1406	UNCLASSIFIED	NA
1407	UNCLASSIFIED	NA
1408	UNCLASSIFIED	NA
1409	UNCLASSIFIED	NA
1410	UNCLASSIFIED	NA
1411	UNCLASSIFIED	NA
1412	UNCLASSIFIED	NA
1413	P2_I6_M1	0.8
1414	UNCLASSIFIED	NA
1415	P1_I9_M1	0.94
1416	P1_I9_M4	0.93
1417	P2_I6_M2	0.86
1418	P2_I6_M8	0.93
1419	P2_I6_M7	0.92
1420	UNCLASSIFIED	NA
1421	P2_I6_M2	0.88
1422	UNCLASSIFIED	NA
1423	UNCLASSIFIED	NA
1424	UNCLASSIFIED	NA
1425	UNCLASSIFIED	NA
1426	P1_I9_M2	0.86
1427	UNCLASSIFIED	NA
1428	UNCLASSIFIED	NA
1429	UNCLASSIFIED	NA
1430	UNCLASSIFIED	NA
1431	P2_I6_M7	0.81
1432	P1_I9_M2	0.87
1433	P1_I9_M2	0.85
1434	UNCLASSIFIED	NA
1435	P1_I9_M2	0.83
1436	UNCLASSIFIED	NA
1437	P1_I9_M2	0.96
1438	UNCLASSIFIED	NA
1439	P1_I9_M1	0.93
1440	UNCLASSIFIED	NA
1441	P1_I9_M3	0.92
1442	UNCLASSIFIED	NA
1443	UNCLASSIFIED	NA
1444	UNCLASSIFIED	NA
1445	UNCLASSIFIED	NA
1446	P1_I9_M3	0.87
1447	UNCLASSIFIED	NA
1448	P2_I6_M4	0.88
1449	UNCLASSIFIED	NA
1450	P2_I6_M2	0.89
1451	UNCLASSIFIED	NA
1452	P1_I9_M2	0.97
1453	UNCLASSIFIED	NA
1454	UNCLASSIFIED	NA
1455	P1_I9_M2	0.86
1456	P1_I9_M2	0.97
1457	UNCLASSIFIED	NA
1458	P1_I9_M1	0.98
1459	P2_I6_M7	0.81
1460	P2_I6_M9	0.85
1461	UNCLASSIFIED	NA
1462	P1_I9_M2	0.94
1463	P1_I9_M6	0.95
1464	P1_I9_M6	0.87
1465	P1_I9_M1	0.82
1466	UNCLASSIFIED	NA
1467	P1_I9_M1	0.82
1468	P1_I9_M2	0.88
1469	UNCLASSIFIED	NA
1470	P2_I6_M8	0.89
1471	UNCLASSIFIED	NA
1472	P2_I6_M1	0.88
1473	P1_I9_M2	0.98
1474	UNCLASSIFIED	NA
1475	P1_I9_M2	0.87
1476	P1_I9_M2	0.91
1477	UNCLASSIFIED	NA
1478	UNCLASSIFIED	NA
1479	UNCLASSIFIED	NA
1480	UNCLASSIFIED	NA
1481	P1_I9_M2	0.98
1482	P2_I6_M2	0.9
1483	UNCLASSIFIED	NA
1484	P1_I9_M3	0.91
1485	P1_I9_M1	0.84
1486	P2_I6_M3	0.91
1487	UNCLASSIFIED	NA
1488	UNCLASSIFIED	NA
1489	UNCLASSIFIED	NA
1490	P1_I9_M2	0.86
1491	UNCLASSIFIED	NA
1492	P1_I9_M2	0.85
1493	P1_I9_M2	0.94
1494	UNCLASSIFIED	NA
1495	UNCLASSIFIED	NA
1496	P1_I9_M2	0.97
1497	P1_I9_M3	0.9
1498	P2_I6_M3	0.88
1499	P1_I9_M1	0.85
1500	UNCLASSIFIED	NA
1501	UNCLASSIFIED	NA
1502	UNCLASSIFIED	NA
1503	UNCLASSIFIED	NA
1504	UNCLASSIFIED	NA
1505	P2_I6_M3	0.91
1506	P1_I9_M1	0.83
1507	UNCLASSIFIED	NA
1508	P1_I9_M2	0.84
1509	UNCLASSIFIED	NA
1510	P1_I9_M1	0.97
1511	UNCLASSIFIED	NA
1512	P1_I9_M3	0.91
1513	UNCLASSIFIED	NA
1514	UNCLASSIFIED	NA
1515	P1_I9_M1	0.91
1516	UNCLASSIFIED	NA
1517	UNCLASSIFIED	NA
1518	UNCLASSIFIED	NA
1519	P2_I6_M1	0.87
1520	P1_I9_M2	0.95
1521	P1_I9_M1	0.97
1522	P1_I9_M1	0.94
1523	UNCLASSIFIED	NA
1524	P2_I6_M1	0.82
1525	UNCLASSIFIED	NA
1526	UNCLASSIFIED	NA
1527	P1_I9_M1	0.92
1528	UNCLASSIFIED	NA
1529	UNCLASSIFIED	NA
1530	P1_I9_M2	0.88
1531	P2_I6_M2	0.87
1532	UNCLASSIFIED	NA
1533	P1_I9_M1	0.88
1534	UNCLASSIFIED	NA
1535	UNCLASSIFIED	NA
1536	P2_I6_M5	0.95
1537	P1_I9_M1	0.87
1538	P3_I5_M2	0.88
1539	UNCLASSIFIED	NA
1540	P1_I9_M2	0.96
1541	P1_I9_M4	0.9
1542	P1_I9_M4	0.85
1543	UNCLASSIFIED	NA
1544	UNCLASSIFIED	NA
1545	P1_I9_M1	0.99
1546	UNCLASSIFIED	NA
1547	UNCLASSIFIED	NA
1548	UNCLASSIFIED	NA
1549	P1_I9_M3	0.83
1550	P1_I9_M1	0.85
1551	UNCLASSIFIED	NA
1552	P2_I6_M4	0.93
1553	UNCLASSIFIED	NA
1554	P1_I9_M1	0.97
1555	P2_I6_M5	0.9
1556	UNCLASSIFIED	NA
1557	P4_I3_M2	0.84
1558	UNCLASSIFIED	NA
1559	UNCLASSIFIED	NA
1560	P2_I6_M1	0.9
1561	UNCLASSIFIED	NA
1562	P3_I5_M1	0.85
1563	UNCLASSIFIED	NA
1564	P2_I6_M2	0.8
1565	P2_I6_M1	0.8
1566	UNCLASSIFIED	NA
1567	UNCLASSIFIED	NA
1568	P2_I6_M1	0.92
1569	P1_I9_M1	0.96
1570	UNCLASSIFIED	NA
1571	P2_I6_M6	0.86
1572	UNCLASSIFIED	NA
1573	P1_I9_M2	0.97
1574	UNCLASSIFIED	NA
1575	P1_I9_M1	0.96
1576	P1_I9_M1	0.96
1577	P1_I9_M1	0.97
1578	UNCLASSIFIED	NA
1579	P1_I9_M1	0.96
1580	P1_I9_M1	0.87
1581	P1_I9_M1	0.93
1582	P2_I6_M6	0.83
1583	UNCLASSIFIED	NA
1584	P1_I9_M1	0.93
1585	UNCLASSIFIED	NA
1586	P2_I6_M1	0.85
1587	P2_I6_M5	0.92
1588	P1_I9_M3	0.85
1589	P1_I9_M3	0.87
1590	P1_I9_M2	0.95
1591	UNCLASSIFIED	NA
1592	UNCLASSIFIED	NA
1593	UNCLASSIFIED	NA
1594	P1_I9_M1	0.94
1595	P2_I6_M7	0.86
1596	UNCLASSIFIED	NA
1597	UNCLASSIFIED	NA
1598	P2_I6_M5	0.8
1599	UNCLASSIFIED	NA
1600	P1_I9_M2	0.83
1601	P1_I9_M2	0.82
1602	UNCLASSIFIED	NA
1603	UNCLASSIFIED	NA
1604	P1_I9_M2	0.85
1605	UNCLASSIFIED	NA
1606	P2_I6_M9	0.86
1607	P1_I9_M2	0.91
1608	P1_I9_M1	0.89
1609	UNCLASSIFIED	NA
1610	UNCLASSIFIED	NA
1611	P1_I9_M2	0.93
1612	P1_I9_M4	0.92
1613	P2_I6_M9	0.86
1614	UNCLASSIFIED	NA
1615	UNCLASSIFIED	NA
1616	UNCLASSIFIED	NA
1617	P2_I6_M4	0.87
1618	UNCLASSIFIED	NA
1619	UNCLASSIFIED	NA
1620	UNCLASSIFIED	NA
1621	UNCLASSIFIED	NA
1622	UNCLASSIFIED	NA
1623	P1_I9_M3	0.87
1624	P1_I9_M1	0.93
1625	P2_I6_M1	0.88
1626	UNCLASSIFIED	NA
1627	UNCLASSIFIED	NA
1628	P1_I9_M2	0.94
1629	UNCLASSIFIED	NA
1630	UNCLASSIFIED	NA
1631	UNCLASSIFIED	NA
1632	UNCLASSIFIED	NA
1633	UNCLASSIFIED	NA
1634	UNCLASSIFIED	NA
1635	UNCLASSIFIED	NA
1636	UNCLASSIFIED	NA
1637	UNCLASSIFIED	NA
1638	UNCLASSIFIED	NA
1639	P1_I9_M2	0.91
1640	P1_I9_M6	0.99
1641	P1_I9_M2	0.92
1642	UNCLASSIFIED	NA
1643	P1_I9_M3	0.83
1644	P1_I9_M1	0.93
1645	P2_I6_M2	0.85
1646	P1_I9_M3	0.9
1647	P1_I9_M3	0.91
1648	P1_I9_M2	0.93
1649	UNCLASSIFIED	NA
1650	UNCLASSIFIED	NA
1651	P1_I9_M4	0.96
1652	UNCLASSIFIED	NA
1653	P1_I9_M1	0.85
1654	P1_I9_M1	0.96
1655	UNCLASSIFIED	NA
1656	UNCLASSIFIED	NA
1657	UNCLASSIFIED	NA
1658	P1_I9_M2	0.82
1659	UNCLASSIFIED	NA
1660	P1_I9_M2	0.93
1661	UNCLASSIFIED	NA
1662	UNCLASSIFIED	NA
1663	P1_I9_M1	0.9
1664	P1_I9_M2	0.98
1665	UNCLASSIFIED	NA
1666	P1_I9_M2	0.96
1667	P3_I5_M3	0.91
1668	UNCLASSIFIED	NA
1669	UNCLASSIFIED	NA
1670	P1_I9_M1	0.95
1671	P1_I9_M1	0.97
1672	UNCLASSIFIED	NA
1673	P1_I9_M2	0.88
1674	P2_I6_M2	0.84
1675	UNCLASSIFIED	NA
1676	P2_I6_M4	0.87
1677	UNCLASSIFIED	NA
1678	P1_I9_M1	0.98
1679	P1_I9_M2	0.86
1680	UNCLASSIFIED	NA
1681	UNCLASSIFIED	NA
1682	P1_I9_M2	0.9
1683	P2_I6_M8	0.92
1684	UNCLASSIFIED	NA
1685	P1_I9_M2	0.86
1686	P1_I9_M1	0.84
1687	P1_I9_M1	0.95
1688	P1_I9_M2	0.91
1689	UNCLASSIFIED	NA
1690	P2_I6_M9	0.93
1691	P1_I9_M2	0.91
1692	UNCLASSIFIED	NA
1693	P1_I9_M1	0.97
1694	P1_I9_M2	0.95
1695	UNCLASSIFIED	NA
1696	P1_I9_M1	0.93
1697	P1_I9_M1	0.96
1698	UNCLASSIFIED	NA
1699	UNCLASSIFIED	NA
1700	P2_I6_M6	0.81
1701	P1_I9_M1	0.97
1702	P1_I9_M1	0.87
1703	UNCLASSIFIED	NA
1704	P1_I9_M1	0.9
1705	P1_I9_M1	0.97
1706	P1_I9_M1	0.94
1707	UNCLASSIFIED	NA
1708	P1_I9_M2	0.95
1709	P1_I9_M3	0.85
1710	UNCLASSIFIED	NA
1711	P1_I9_M1	0.94
1712	UNCLASSIFIED	NA
1713	UNCLASSIFIED	NA
1714	UNCLASSIFIED	NA
1715	UNCLASSIFIED	NA
1716	UNCLASSIFIED	NA
1717	UNCLASSIFIED	NA
1718	P1_I9_M1	0.91
1719	UNCLASSIFIED	NA
1720	UNCLASSIFIED	NA
1721	P1_I9_M1	0.98
1722	UNCLASSIFIED	NA
1723	UNCLASSIFIED	NA
1724	P4_I3_M1	0.86
1725	UNCLASSIFIED	NA
1726	UNCLASSIFIED	NA
1727	P1_I9_M1	0.9
1728	P2_I6_M3	0.83
1729	P1_I9_M2	0.94
1730	P1_I9_M2	0.89
1731	P1_I9_M3	0.86
1732	P2_I6_M11	0.91
1733	P1_I9_M1	0.96
1734	P1_I9_M2	0.85
1735	P1_I9_M2	0.95
1736	P2_I6_M5	0.92
1737	P2_I6_M3	0.91
1738	P1_I9_M2	0.96
1739	UNCLASSIFIED	NA
1740	P1_I9_M2	0.97
1741	UNCLASSIFIED	NA
1742	P1_I9_M2	0.97
1743	P1_I9_M2	0.84
1744	P2_I6_M1	0.83
1745	UNCLASSIFIED	NA
1746	P2_I6_M1	0.9
1747	P1_I9_M3	0.88
1748	P1_I9_M1	0.87
1749	P1_I9_M2	0.85
1750	UNCLASSIFIED	NA
1751	UNCLASSIFIED	NA
1752	UNCLASSIFIED	NA
1753	P1_I9_M1	0.86
1754	P1_I9_M1	0.85
1755	UNCLASSIFIED	NA
1756	UNCLASSIFIED	NA
1757	P1_I9_M2	0.85
1758	UNCLASSIFIED	NA
1759	P2_I6_M4	0.9
1760	P1_I9_M1	0.98
1761	P2_I6_M3	0.81
